,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,Stirling Glass,5890 Stirling Rd,,Hollywood,FL,33021,US,,9549837555,441smokeshop@gmail.com,2018-12-25,12/25/2018,Yes,S,CBD,Yes,
,Tobacco E Cigs,6806 Stirling Rd,,Hollywood,FL,33024,US,,9543998750,tobacco_ecig@yahoo.com,2018-10-25,3/1/2022,Yes,S,CBD,Yes,
,Token Smokin II,900 N Federal Hwy #105,,Hollywood,FL,33020,US,,9543999755,,2018-11-17,11/17/2018,Yes,H,CBD,Yes,
,Treehouse Smoke Shop,830 N Dixie Hwy,,Hollywood,FL,33020,US,,9543917427,treehousesmokeshop@yahoo.com,2018-11-18,1/4/2020,Yes,S,CBD,Yes,
,Tribal Smoke Shop,6571 Sheridan St,,Hollywood,FL,33024,US,,9549834886,,2020-02-16,,,T,,,
,Vape Masters,12181 Sheridan St,,Hollywood,FL,33026,US,,7544007256,vapemastersinc@gmail.com,2015-12-21,3/17/2022,Yes,V,CBD,Yes,
,WTF Smokeshop,5921 Hollywood Blvd,,Hollywood,FL,33021,US,,9543624537,,2021-09-26,,Yes,S,CBD,,
,"Your CBD Store - Hollywood, FL",3391 Sheridan St,,Hollywood,FL,33021,US,https://cbdrx4u.com,7542011667,hollywood663@cbdrx4u.com,2020-12-07,,Yes,C,CBD,,
,Live Naturally,5337 Gulf Dr Ste 200,,Holmes Beach,FL,34217,US,https://livenaturallyami.com/,9415675299,livenaturallyami@gmail.com,2021-03-19,,Yes,C,CBD,,
,A Plus Smoke Shop,27333 S Dixie Hwy,,Homestead,FL,33032,US,,3052455588,aplussmokes@gmail.com,2015-11-13,10/12/2018,Yes,S,CBD,,
,Holy Smokes Too,13447 SW 288th St,,Homestead,FL,33033,US,,7863495809,,2018-08-06,9/28/2019,Yes,S,CBD,,
,Miracle Leaf - Homestead,1994 NE 8th St,,Homestead,FL,33033,US,https://miracleleaffl.com/homestead/,3055140092,homestead@miracleleaffl.com,2021-09-24,,Yes,C,CBD,,
,Slim's Smoke Shop,55 SW 8th St Ste B,,Homestead,FL,33030,US,,7863398078,,2020-02-16,,,S,,Yes,
,The Smoke Shop,23238 SW 112th Ave,,Homestead,FL,33032,US,,3052588991,,2018-12-21,10/31/2019,Yes,S,CBD,,
,Vapor Home,180 N Homestead Blvd,,Homestead,FL,33030,US,,7868630901,vaporhomemiami@gmail.com,2019-08-11,,Yes,S,CBD,,
,VaporFi,33521 S Dixie Hwy #103,,Homestead,FL,33034,US,https://www.vaporfi.com/,7864108657,,2018-09-03,3/5/2020,Yes,V,CBD,,
,CNR VAPORS,3550 S Suncoast Blvd,,Homosassa,FL,34448,US,http://www.cnr423distribution.com/,3525037973,cnrvapors@gmail.com,2019-08-27,,Yes,V,CBD,,
,Empire of E-Cigs,4173 S Suncoast Blvd #1186,,Homosassa,FL,34446,US,http://www.empireofecigs.com/,3525036460,empireofecigs@hotmail.com,2019-10-19,,,V,,,
,The Hemp Dispensary,3550 S Suncoast Blvd,,Homosassa,FL,34448,US,https://www.thehempdispensary.org/,3524194326,flhempllc@gmail.com,2022-04-27,4/27/2022,Yes,C,CBD,,
,"The Vape Lounge, Inc.",3287 S Suncoast Blvd,,Homosassa,FL,34448,US,http://www.vapeloungefl.com/,3527654765,,2016-08-16,11/13/2018,Yes,V,CBD,,
,Tobacco Depot,3764 S Suncoast Blvd,,Homosassa,FL,34448,US,http://tobaccodepot.com,3526287700,store_727@tobaccodepot.com,2018-10-25,6/18/2021,,T,,,
,CBD Plus USA,13806 Little Rd,,Hudson,FL,34667,US,https://cbdplususa.com/,7272225471,,2020-11-29,,Yes,C,CBD,,
,Hookah Sensation,15425 US-19,,Hudson,FL,34667,US,,7273786646,,2019-12-06,12/6/2019,Yes,S,CBD,Yes,
,Marley's House Hudson,12427 US-19,,Hudson,FL,34667,US,https://mhsmokeshop.com/,7272332990,,2019-01-02,11/4/2019,Yes,H,CBD,Yes,
,The Laughing Llama Smoke Shop,8733 FL-52,,Hudson,FL,34667,US,https://thelaughingllamasmokeshop.com/,7273784884,thelaughingllamasmokeshop@gmail.com,2018-11-05,11/1/2019,Yes,S,CBD,,
,The Lucky Leprechauns Smoke Shop,12423 US-19,,Hudson,FL,34667,US,https://theluckyleprechaun.shopsettings.com/,7279002754,leprechauns_smoke_shop@outlook.com,2020-10-09,10/9/2020,Yes,S,CBD,Yes,
,The Yellow Lemon Smoke Shop Spring Hill,13322 County Line Rd,,Hudson,FL,34667,US,https://www.facebook.com/yellowlemonsmokeshop/,7278359155,yellowlemonshop@gmail.com,2018-10-16,10/16/2018,Yes,S,CBD,,
,Wassabi Smoke Shop,10712 County Line Rd,,Hudson,FL,34436,US,,7278575949,,2019-01-05,1/5/2019,Yes,S,CBD,Yes,
,Wassabi Smoke Shop 2,9839 FL-52,,Hudson,FL,34669,US,,7273785896,wassabismokeshop@gmail.com,2019-01-05,,Yes,S,CBD,Yes,
,"Your CBD Store - Indialantic, FL",429 5th Ave,,Indialantic,FL,32903,US,https://cbdrx4u.com/,3213273741,indialanticfl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Hammer Heads Gift & Smoke Shop,824 E Eau Gallie Blvd,,Indian Harbor Beach,FL,32937,US,https://hammer-heads-gift-smoke-shop.business.site/,3217732948,,2018-11-14,,Yes,H,CBD,Yes,
,Puffs Vape & Smoke Shop,991 E Eau Gallie Blvd Ste I,,Indian Harbour Beach,FL,32937,US,,3214267469,hq@puffsllc.com,2018-09-11,9/23/2019,Yes,S,CBD,Yes,
,Up In Smoke,304 E Eau Gallie Blvd,,Indian Harbour Beach,FL,32937,US,,3216103949,,2019-10-17,,Yes,S,CBD,Yes,
,Hollister Smoke Shop,708 FL-20 #100,,Interlachen,FL,32148,US,,3863500188,,2019-08-20,,Yes,S,CBD,Yes,
,Hemp Pantry,2044 Hwy 44 W,,Inverness,FL,34453,US,https://www.hemppantry.net/,3523411710,info@hemppantry.net,2021-01-27,,Yes,C,CBD,,
,Pandora's Box Tobacco Shop,3850 E Gulf to Lake Hwy Ste 3,,Inverness,FL,34453,US,,3524197945,pandorasboxtobaccoshop@gmail.com,2018-11-15,6/19/2021,Yes,S,CBD,,
,Tobacco House,2945 E Gulf to Lake Hwy,,Inverness,FL,34450,US,,3523411113,,2018-10-17,,,V,,,
,Vapor This Florida,1470 US-41 N,,Inverness,FL,34450,US,,3524194660,vaporthisflorida@gmail.com,2018-09-03,12/16/2021,Yes,V,CBD,,
,Islamorada Hemp Company,81927 Overseas Hwy,,Islamorada,FL,33070,US,https://www.islamoradahempcompany.com,3054536432,islamoradahempcompany@gmail.com,2021-09-08,,Yes,S,CBD,,
,Weird Trees,80925 Overseas Hwy #4,,Islamorada,FL,33036,US,https://www.cbdkeylargo.com/,3053303420,weird.trees.shop@gmail.com,2019-09-13,,Yes,H,CBD,Yes,
,904 Smiles Smoke Shop,11925 Beach Blvd Ste 202,,Jacksonville,FL,32246,US,https://904-smiles-2-smoke-shop.business.site/,9043370782,904smiles2@gmail.com,2021-10-06,10/6/2021,Yes,S,CBD,Yes,
,A1 Smoke Shop,5285 Shad Rd #203,,Jacksonville,FL,32257,US,https://a1-smoke-shop.business.site/,9045248467,,2019-07-15,,Yes,S,CBD,Yes,
,Al's Smoke Shop,3033 Monument Rd Unit 6,,Jacksonville,FL,32225,US,,9046834291,alsmokeshop2020@gmail.com,2021-10-06,,Yes,S,CBD,Yes,
,All Day Vape,4195 Southside Blvd Ste 101,,Jacksonville,FL,32216,US,,9045248792,alldayvapejax@gmail.com,2018-08-10,2/5/2020,Yes,V,CBD,,
,Axis Vapor,5044 Blanding Blvd,,Jacksonville,FL,32210,US,http://axisvapor.com/,9043300250,,2018-08-06,1/11/2020,Yes,V,CBD,,
,Big House Of Glass,1724 N Main St,,Jacksonville,FL,32206,US,,9044409408,bighouseofglass@gmail.com,2020-02-04,,Yes,H,CBD,Yes,
,Big House of Vapors,5318 Normandy Blvd,,Jacksonville,FL,32205,US,,9042670006,cnchristian7707@gmail.com,2019-07-24,7/24/2019,,V,,,
,Blackhat Vapor,1188 Edgewood Ave S,,Jacksonville,FL,32205,US,https://www.blackhatcigs.com/,9044251675,shop1@blackhatcigs.com,2018-09-07,3/10/2020,,V,,,
,CBD Cafe & Kava Bar,11018 Old Saint Augustine Rd Ste 123,,Jacksonville,FL,32257,US,https://cbdcaferoom.com/,9049003606,thecbdcaferoom@gmail.com,2021-10-07,,Yes,C,CBD,Yes,
,Cloud 9,11531 San Jose Blvd #2,,Jacksonville,FL,32223,US,https://www.facebook.com/cloud-9-116838121783764/,9046347095,,2018-08-06,9/8/2019,,S,,Yes,
,Cosmic Clouds,1301 Monument Rd Ste 28,,Jacksonville,FL,32225,US,,9045709944,,2018-10-20,,Yes,S,CBD,,
,FC Vapors,11041 Beach Blvd #B2,Row B Unit 2&4,Jacksonville,FL,32246,US,,8283370587,beachblvd@firstcoastvapor.com,2018-08-06,10/8/2021,,V,,,
,FLA Smoke Shop,850 Cassat Ave,,Jacksonville,FL,32205,US,http://fla-smoke-shop.business.site/,9046838169,,2019-10-31,,Yes,S,CBD,Yes,
,Flames Smoke Shop,8011 Merrill Rd Ste 22,,Jacksonville,FL,32277,US,http://flamessmokeshop.com/,9045515653,flamesjax@gmail.com,2019-11-07,,Yes,S,CBD,Yes,
,Friendly Vape Smokers,7908 Blanding Blvd Ste 3,,Jacksonville,FL,32244,US,http://friendlyvapesmokers.com/,9046912251,ayoubandre@yahoo.com,2018-08-06,5/27/2019,Yes,S,CBD,,
,Haze Vape & Smoke Shop,12041 Beach Blvd Ste 7,,Jacksonville,FL,32246,US,,9045511265,hazevapeshop1@gmail.com,2021-10-10,,Yes,S,CBD,Yes,
,Hydroponic Unique Goods,8622 Baymeadows Rd,,Jacksonville,FL,32256,US,https://www.jaxhugs.com/,9048294847,jaxhugs@gmail.com,2020-07-08,,Yes,O,CBD,,
,Jax Smoke Shop,12405 Main St N Ste 4,,Jacksonville,FL,32218,US,,9043743059,,2018-10-31,,,S,,,
,Joes Smoke Shop,5111 Baymeadows Rd #9,,Jacksonville,FL,32217,US,,9044255291,,2019-12-19,12/19/2019,Yes,S,CBD,Yes,
,Johnny Copper Vapor Co.,9735 Old St Augustine Rd Ste 12,,Jacksonville,FL,32257,US,http://johnnycopper.org/,9042973717,sales@johnnycopper.org,2018-09-10,5/24/2020,,V,,,
,Lifted Designs Smoke Shop,8535 Baymeadows Rd #9,,Jacksonville,FL,32256,US,http://www.lifteddesigns.com/,9046838302,lifteddesignsllc@yahoo.com,2019-08-19,,Yes,H,CBD,,
,Max Smoke Shop,5711 Bowden Rd Ste 18,,Jacksonville,FL,32216,US,,9046191508,maxsmokeshop@gmail.com,2020-01-03,,Yes,S,CBD,Yes,
,Mega Smoke Shop,7293 Merrill Rd,,Jacksonville,FL,32277,US,,9045511117,,2019-07-24,7/24/2019,,S,,,
,Mint Vape Smoke Shop,5741 University Blvd W,,Jacksonville,FL,32216,US,,9043790533,,2020-01-21,,,S,,,
,Miracle Leaf Health Centers,1550-5 Hendricks Ave,,Jacksonville,FL,32207,US,https://miracleleaffl.com/san-marco/,9043858550,jaxsanmarco@miracleleaffl.com,2021-10-11,10/11/2021,Yes,C,CBD,,
,My Time Vapor,12777 Atlantic Blvd Ste 25,,Jacksonville,FL,32225,US,https://www.mytimevapor.com/,9043495036,,2014-09-13,2/7/2019,,V,,,
,Natural Life - Jacksonville,3503 Kernan Blvd S Unit 7,,Jacksonville,FL,32224,US,https://www.shopnaturallife.com/,9043672138,,2019-08-15,8/15/2019,Yes,C,CBD,Yes,
,New Leaf Vapor Co.,4160 Southside Blvd Ste 6,,Jacksonville,FL,32216,US,https://www.newleafvapor.com/,9046192493,southside@newleafvapor.com,2018-09-10,5/27/2020,Yes,V,CBD,,
,New Leaf Vapor Co.,13799 Beach Blvd Ste 101,,Jacksonville,FL,32224,US,https://www.newleafvapor.com/,9049994903,jaxbeachhodges@newleafvapor.com,2018-09-10,5/27/2020,Yes,V,CBD,,
,New Leaf Vapor Co.,11857 San Jose Blvd,,Jacksonville,FL,32223,US,https://www.newleafvapor.com/,9045186100,jaxmandarin@newleafvapor.com,2018-09-10,5/27/2020,Yes,V,CBD,,
,New Leaf Vapor Co.,1010 Park St,,Jacksonville,FL,32204,US,https://www.newleafvapor.com/,9046475728,riverside@newleafvapor.com,2018-09-10,5/27/2020,Yes,V,CBD,,
,New Start Vapor Center,2467 Faye Rd #3,,Jacksonville,FL,32226,US,https://www.newstartvaporco.com/,9045034495,nsvaporjax@gmail.com,2020-01-28,1/28/2020,Yes,V,CBD,,
,One Stop Smoke Shop,1440 Dunn Ave Ste 27A,,Jacksonville,FL,32218,US,,9044101382,,2020-07-15,,Yes,S,CBD,,
,Planet Smoke Shop,13947 Beach Blvd #104,,Jacksonville,FL,32224,US,,9046191723,,2018-10-31,,Yes,S,CBD,Yes,
,RYO Tobacco Express,10991 San Jose Blvd,,Jacksonville,FL,32223,US,http://ryotobaccoexpress.com/,9048801835,,2020-02-12,,,S,,,
,Sin City Smoke,819 Lomax Street,,Jacksonville,FL,32204,US,,9043530085,sincitysmokejax@yahoo.com,2018-11-23,,,S,,,
,Smoke and More,8540 Argyle Forest Blvd,,Jacksonville,FL,32244,US,,9046073580,,2020-02-17,,,S,,Yes,
,Smoke City,4530 St Johns Ave Ste 1,,Jacksonville,FL,32217,US,http://www.mysmokecity.com/,9043888890,,2018-09-11,,Yes,S,CBD,Yes,
,Smoke City,10150 Beach Blvd Ste 111,,Jacksonville,FL,32246,US,http://www.mysmokecity.com/,9049979914,smokecity1@gmail.com,2018-09-11,,Yes,S,CBD,Yes,
,Smoke City,10092 San Jose Blvd Ste 1,,Jacksonville,FL,32257,US,http://mysmokecity.com/,9045167077,smokecity1@gmail.com,2018-09-11,,Yes,S,CBD,Yes,
,Smoke N Vape,1038 Dunn Ave,,Jacksonville,FL,32218,US,,9045759166,,2021-10-12,,,S,,,
,Smoke Shop and Tattoo Supply,8595 Beach Blvd Ste 347,,Jacksonville,FL,32216,US,,9043300714,smokeshop347@gmail.com,2020-02-27,2/27/2020,,S,,Yes,
,Smoke Sultan,1245 King St,,Jacksonville,FL,32204,US,,9047234493,,2021-10-12,,Yes,S,CBD,Yes,
,Smoke-N-Vape,6733 103rd St,,Jacksonville,FL,32210,US,,9043741243,somar855@yahoo.com,2020-03-02,,Yes,S,CBD,Yes,
,Smoke-N-Vape,6855 Wilson Blvd Ste 23,,Jacksonville,FL,32210,US,,9043744726,,2020-03-02,,Yes,S,CBD,Yes,
,Smoke-n-Vape & Cigars,1670 San Marco Blvd #1,,Jacksonville,FL,32207,US,,9045511497,,2018-09-11,,Yes,S,CBD,Yes,
,SmokeBucks Smoke & Vape Shop,11233 Beach Blvd Ste 5,,Jacksonville,FL,32246,US,https://www.smokebucksjax.com/,9046192502,smokebucks@gmail.com,2018-09-11,,Yes,S,CBD,Yes,
,SmokeBucks Smoke & Vape Shop,9475 Philips Hwy Ste 13,,Jacksonville,FL,32256,US,https://www.smokebucksjax.com/,9045033248,smokebucks@gmail.com,2018-09-11,,Yes,S,CBD,Yes,
,SmokeBucks Smoke & Vape Shop,9585 N Regency Square Blvd Ste 5,,Jacksonville,FL,32225,US,https://www.smokebucksjax.com/,9043370075,smokebucks@gmail.com,2018-09-11,,Yes,S,CBD,Yes,
,Smoker Empire,7749 Normandy Blvd Ste 110,,Jacksonville,FL,32221,US,,9043746538,,2019-06-24,,,T,,,
,Smoker Empire,5912 Beach Blvd,,Jacksonville,FL,32207,US,http://smokerempire.webs.com/,9043293183,smokepopeye@gmail.com,2019-11-29,,Yes,S,CBD,Yes,
,Smoker Friendly,7628 103rd St Ste 9,,Jacksonville,FL,32210,US,,9045736099,,2019-05-27,5/27/2019,Yes,S,CBD,,
,Smokers Alley,2771 Monument Rd,,Jacksonville,FL,32225,US,,9043740492,,2018-11-01,,,S,,,
,Smokers Bay,973 Atlantic Blvd,,Jacksonville,FL,32233,US,,9043727060,smokersbay@gmail.com,2018-10-28,,,S,,,
,Smokers Nation,14866 Old St Augustine Rd Ste 107,,Jacksonville,FL,32258,US,,9047387953,,2021-10-12,10/12/2021,Yes,S,CBD,Yes,
,Smokers Outlet,10916 Atlantic Blvd Ste 10,,Jacksonville,FL,32225,US,,9045167869,,2018-11-15,,,S,,,
,Smokers Workshop,12961 Main St N Ste 204,,Jacksonville,FL,32218,US,,9045031246,,2019-10-08,,,S,,,
,Smokers World,12777 Atlantic Blvd Ste 22,,Jacksonville,FL,32225,US,,9045515437,smokersworldsmokeshop@gmail.com,2018-11-21,,,S,,Yes,
,Smokey Beach Vape & Smoke Shop,3723 Southside Blvd Unit 4,,Jacksonville,FL,32216,US,http://www.smokeybeach.com/,9045184226,info@smokeybeach.com,2021-10-12,10/12/2021,Yes,S,CBD,,
,Smokey Beach Vape & Smoke Shop 2,879 Stockton St,,Jacksonville,FL,32204,US,http://www.smokeybeach.com/,9045514952,info@smokeybeach.com,2021-10-12,,Yes,S,CBD,,
,Smokey Mountain,9842 Old Baymeadows Rd,,Jacksonville,FL,32256,US,,9046838384,,2020-03-18,,Yes,S,CBD,Yes,
,Smoking Aces Smoke & Vape Shop,1650 Art Museum Dr #21,,Jacksonville,FL,32207,US,,9044231496,smokingacesjax@gmail.com,2019-10-18,10/18/2019,Yes,S,CBD,Yes,
,Strange Clouds Smoke Shop,11757 Beach Blvd Ste 11A,,Jacksonville,FL,32246,US,http://www.strangeclouds.cloud/,9049968600,strangeclouds@strangeclouds.cloud,2018-11-21,,Yes,S,CBD,,
,The Glass Eye,1233 Lane Ave S Ste 3,,Jacksonville,FL,32205,US,http://www.glasseye.com/,9046939868,theglasseye@bellsouth.net,2019-01-04,1/4/2019,Yes,H,CBD,Yes,
,TJ Smoke And Vape,9551 Baymeadows Rd,,Jacksonville,FL,32256,US,,9045271652,,2020-04-17,,,S,,,
,Up in Smoke and Vape Shop,3622 St Johns Ave,,Jacksonville,FL,32205,US,,9043286837,,2021-10-13,,Yes,S,CBD,Yes,
,Vape & Lounge,10615 Beach Blvd,,Jacksonville,FL,32246,US,http://www.vapeloungeus.com/,9045514161,info@vapeloungeus.com,2018-09-25,,,V,,,
,Vape Hangar,5917 Roosevelt Blvd,,Jacksonville,FL,32244,US,,9045183989,,2017-10-20,1/19/2019,,V,,,
,Vapor Smoke Shop,10568 Old St Augustine Rd,,Jacksonville,FL,32257,US,,9042328859,,2018-09-03,3/5/2020,,S,,,
,Venice Smoke Shop,2220 CR 210 W #102,,Jacksonville,FL,32259,US,,9043422920,,2021-10-13,,,S,,,
,Venice Smoke Shop,4320 Deerwood Lake Pkwy Ste 205,,Jacksonville,FL,32216,US,,9043672517,,2019-09-29,9/29/2019,Yes,S,CBD,Yes,
,Wammbat’s World,11041 Beach Blvd,,Jacksonville,FL,32246,US,,9043160909,,2021-10-14,,Yes,H,CBD,,
,Your CBD Store,9965 San Jose Blvd #54,,Jacksonville,FL,32257,US,https://cbdrx4u.com,9042044505,,2020-07-22,,Yes,C,CBD,,
,Botanical Boutiques,370 15th Ave S,,Jacksonville Beach,FL,32250,US,https://botanicalboutiques.com/,9045168048,botanicalboutiques@gmail.com,2020-11-21,,Yes,C,CBD,,
,Mother Holistic CBD,927 3rd St N,,Jacksonville Beach,FL,32250,US,https://www.motherholistic.com/,9048536685,support@motherholistic.com,2021-05-26,,Yes,C,CBD,,
,Roots CBD,524 3rd St S,,Jacksonville Beach,FL,32250,US,https://www.jaxrootscbd.com/,9044207550,jaxrootscbd@gmail.com,2021-01-15,,Yes,C,CBD,,
,Royalty Smoke Shop,1376 Beach Blvd,,Jacksonville Beach,FL,32250,US,,9045955242,,2021-10-12,,Yes,S,CBD,Yes,
,Smoke City,1312 3rd St S Ste B,,Jacksonville Beach,FL,32250,US,http://mysmokecity.com/,9043727969,,2018-09-11,10/29/2018,Yes,S,CBD,Yes,
,Smokers Bay,1433 3rd St S,,Jacksonville Beach,FL,32250,US,,9043729294,,2018-11-14,,,S,,,
,Wades World Smoke Shop,313 10th Ave N,,Jacksonville Beach,FL,32250,US,http://www.wadesworldglassgallery.com/,9045955987,,2019-09-23,9/23/2019,,H,,,
,"Your CBD Store - Jacksonville Beach, FL",1316 3rd St N,,Jacksonville Beach,FL,32250,US,https://cbdrx4u.com/,9042220673,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Glass Chamber,2009 NE Jensen Beach Blvd,,Jensen Beach,FL,34957,US,https://glasschamberfl.com/,7722326011,glasschamberwellington@gmail.com,2021-10-01,,Yes,H,CBD,,
,High Class Glass N Vape,3539 NW Federal Hwy,,Jensen Beach,FL,34957,US,http://highclassfl.com/,7722085570,brian@highclassfl.com,2019-01-17,1/17/2019,Yes,H,CBD,,
,Panama Kristi's Smoke Shop,1313 NE Jensen Beach Blvd,,Jensen Beach,FL,34957,US,http://www.panamakristissmokeshop.com/,7723343535,store@panamakristissmokeshop.com,2020-02-02,2/2/2020,Yes,S,CBD,,
,Vape180,1125 Jensen Beach Blvd,,Jensen Beach,FL,34957,US,http://www.vape180.com/,7729346562,,2020-01-06,1/6/2020,Yes,V,CBD,,
,Coastline Vapor,850 W Indiantown Rd Ste C,,Jupiter,FL,33458,US,,5614062492,coastlinevapors@gmail.com,2014-09-01,4/5/2019,Yes,V,CBD,,
,Global Mart Tobacco & Vapes Shop,320 Hibiscus St,,Jupiter,FL,33458,US,,5615752337,,2018-11-18,,Yes,S,CBD,Yes,
,Marleys Tobacco & Gifts,633 Old Dixie Hwy Unit D,,Jupiter,FL,33477,US,https://marleystobacco.com/,5617483311,,2019-11-04,,Yes,S,CBD,,
,Smoke Zone Tobacco and Vape,2532 W Indiantown Rd,,Jupiter,FL,33458,US,http://smokezonefl.com/,5619724088,smokezonejupiter@gmail.com,2018-09-11,,Yes,T,CBD,Yes,
,SoFlo Smoke Shop,9260 Indiantown Rd Unit B7,,Jupiter,FL,33478,US,,5612506525,,2018-09-25,,Yes,S,CBD,Yes,
,The Stash Box (Inside Exxon),359 W Indiantown Rd,,Jupiter,FL,33458,US,,5617460693,,2020-04-20,4/20/2020,Yes,H,CBD,Yes,
,Vapes & Smoke,10132 West Indiantown Rd,,Jupiter,FL,33478,US,https://vapesandsmokestores.com/,5613209653,,2021-10-01,,Yes,V,CBD,Yes,
,"Your CBD Store - Jupiter, FL",1695 W Indiantown Rd #19,,Jupiter,FL,33458,US,https://cbdrx4u.com/,5617689417,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Holy Smokes North Kendall,9885 N Kendall Dr,,Kendall,FL,33176,US,,7865428119,,2021-09-23,,Yes,S,CBD,,
,Holy Smokes Key Largo,103100 Overseas Hwy #53,,Key Largo,FL,33037,US,https://holysmokesmiami.com/,3054536853,holysmokeslargo@gmail.com,2018-10-29,,Yes,S,CBD,,
,Mother Earth CBD Store,99228 Overseas Hwy,,Key Largo,FL,33037,US,https://www.cbdkeylargo.com/,3058909175,motherearthgives@gmail.com,2021-03-11,,Yes,C,CBD,,
,The Greeen House,99304 Overseas Highway,,Key Largo,FL,33070,US,https://thegreeenhouse.com/,3052579351,johntimura1@gmail.com,2021-10-09,10/9/2021,Yes,C,CBD,,
,The Island Smoke Shop,103400 Overseas Hwy,,Key Largo,FL,33037,US,http://www.islandsmokeshop.com/,3054534014,info@islandsmokeshop.com,2019-12-13,,,S,,,
,Daves Not Here Man,430 Greene St,,Key West,FL,33040,US,https://www.davesnotheremankeywest.com,3057753655,davestrobele@yahoo.com,2021-09-11,9/11/2021,Yes,H,CBD,,
,Island Mystique,608 1/2 Duval St,,Key West,FL,33040,US,http://www.keywestsmokeshop.com/,3052965432,,2018-08-06,10/2/2019,Yes,H,CBD,Yes,
,Point Break Cigar Stores,921 Duval St,,Key West,FL,33040,US,https://www.pointbreakcigars.com/,3052956110,pointbreakcigars@hotmail.com,2021-02-10,5/10/2021,Yes,S,CBD,,
,The Greeen House,431 Front St Unit 4,,Key West,FL,33040,US,https://thegreeenhouse.com,7868475705,greeenhousekw@gmail.com,2022-02-14,2/14/2022,Yes,C,CBD,,
,Vapor World,302 Front St,,Key West,FL,33040,US,,3053967253,,2020-12-13,,Yes,V,CBD,,
,Your CBD Store - Key West,335 Duval St #B,,Key West,FL,33040,US,https://cbdrx4u.com/find-us/florida/key-west,7866556888,keywest0065@cbdrx4u.com,2021-06-03,,Yes,C,CBD,,
,Light It Up Smoke Supplies,906 FL-100,,Keystone Heights,FL,32656,US,https://light-it-up-smoke-supplies-llc.business.site/,3524735112,,2021-03-16,,Yes,S,CBD,,
,1 Stop Smoke Shop,2429 Pleasant Hill Rd,,Kissimmee,FL,34746,US,,4075305252,,2021-10-05,,,S,,,
,192 Smoke Shop,5343 W Irlo Bronson Memorial Hwy,,Kissimmee,FL,34746,US,,4075072765,smokeshophamid@gmail.com,2018-07-25,12/24/2018,Yes,S,CBD,Yes,
,419 E-Cig & Smoke Shop,8555 US-192,,Kissimmee,FL,34747,US,,4077173436,,2018-07-03,10/12/2018,Yes,S,CBD,Yes,
,535 Smoke Shop,2981 Vineland Rd,,Kissimmee,FL,34746,US,https://www.535smokeshop.com/,4075074901,535smokeshop@gmail.com,2021-10-05,,Yes,S,CBD,Yes,
,Beyond Smoke Shop,4838 W Irlo Bronson Memorial Hwy,,Kissimmee,FL,34741,US,https://www.smokeandbeyond.com/,4074795442,contacts@smokeandbeyond.com,2020-07-27,10/7/2021,Yes,S,CBD,Yes,
,Beyond Smoke Shop,3490 Polynesian Isle Blvd,,Kissimmee,FL,34746,US,https://smokeandbeyond.com/,4073900080,contacts@smokeandbeyond.com,2021-10-07,,Yes,S,CBD,Yes,
,Blue Dreams Smoke Shop,3313 S Orange Blossom Trl Ste A,,Kissimmee,FL,34746,US,,4074833105,,2021-10-07,,Yes,S,CBD,Yes,
,Cali Smoke Shop 2,2547 Partin Settlement Rd,,Kissimmee,FL,34744,US,https://calismokeshop2.business.site/,4077790326,calismokeshop19@gmail.com,2021-10-07,,Yes,S,CBD,Yes,
,Central Florida CBD Dispensary,8555 US-192 Unit D,,Kissimmee,FL,34747,US,,,,2020-12-02,,Yes,C,CBD,,
,E Cigs Smoke Shop,3143 W Vine St,,Kissimmee,FL,34741,US,,4075305688,,2018-08-06,5/23/2019,Yes,S,CBD,,
,Elite Vape & Smoke Shop - Celebration,2901 Parkway Blvd Ste B11,,Kissimmee,FL,34747,US,https://elitevapeandsmoke.com/celebration/,4075070859,orlandovapeandsmoke@gmail.com,2021-10-08,,Yes,S,CBD,Yes,
,Elite Vape & Smoke Shop - Westgate,7544 W Irlo Bronson Memorial Hwy,,Kissimmee,FL,34747,US,https://elitevapeandsmoke.com/westgate-kissimmee/,4075072475,orlandovapeandsmoke@gmail.com,2021-10-07,10/7/2021,Yes,S,CBD,Yes,
,Green Machine Vape,4499 S Orange Blossom Trail,,Kissimmee,FL,34746,US,http://www.greenmachinevape.com/index.html,4073442660,greenmachinevape@outlook.com,2018-08-06,12/23/2019,Yes,V,CBD,,
,Happy Cloudz Smoke Shop,7514A W Irlo Bronson Memorial Hwy,,Kissimmee,FL,34747,US,https://happycloudzsmokeshop.business.site/,4073960930,happycloudzkissimmee@gmail.com,2019-01-02,11/7/2021,Yes,S,CBD,,
,House Of Vapes/Smoke Shop,4151 W Vine St,,Kissimmee,FL,34741,US,,4074600315,house.of.vapes.orl@gmail.com,2018-08-06,12/25/2019,Yes,S,CBD,Yes,
,Inhale Smoke Shop,2314 Fortune Rd,,Kissimmee,FL,34744,US,,4075728829,,2020-11-05,,Yes,S,CBD,Yes,
